League,Year,player,team_id,position,goals,assists,key_passes,xG,xA,time,shots,player_id,xGChain,xGBuildup,,League,EPL,,,
Ligue_1,2014,Ezequiel Lavezzi,161,FWL,0,0,0,0,0,68,0,3643,0.800351024,0.800351024,,,,,,
Ligue_1,2014,Florian Thauvin,164,AMR,0,0,1,0.637109995,0.0126631,64,6,942,1.832020044,1.219859958,,,,,,
Ligue_1,2014,André Ayew,164,AML,2,0,0,1.284350038,0,90,4,713,1.734140038,0.449790001,,,,,,
Ligue_1,2014,Bernardo Silva,171,AMR,0,0,2,0.140817001,0.075521998,75,2,3635,0.183542997,0.038804799,,,,,,
Ligue_1,2014,Yannick Carrasco,171,AML,0,0,1,0.056368999,0.052448198,61,1,2272,0.073748402,0.017379399,,,,,,
Ligue_1,2014,Lucas Moura,161,FWR,1,0,2,0.509070992,0.279971004,80,2,3293,0.87509203,0.086051099,,,,,,
Ligue_1,2014,Ezequiel Lavezzi,161,FWL,0,0,0,0,0,12,0,3643,0.086051099,0.086051099,,,,,,
Ligue_1,2014,Max Gradel,175,AMR,0,0,4,0.254339993,0.521580994,90,5,464,1.324679971,0.644761026,,,,,,
Ligue_1,2014,Kévin Monnet-Paquet,175,AML,0,0,1,0.570976973,0.0339479,90,3,3513,0.604924977,0,,,,,,
Ligue_1,2014,Bernardo Silva,171,AMR,0,0,1,0.094278403,0.260621995,90,1,3635,0.205749005,0.111469999,,,,,,
Ligue_1,2014,Yannick Carrasco,171,AML,0,0,0,0.0613834,0,90,1,2272,0.184639007,0.123255,,,,,,
Ligue_1,2014,Florian Thauvin,164,AMR,0,0,0,0.028857701,0,57,1,942,0.065185398,0.036327701,,,,,,
Ligue_1,2014,André Ayew,164,AML,0,1,3,0.0228408,0.195583999,90,1,713,0.587301016,0.469976991,,,,,,
Ligue_1,2014,Kévin Monnet-Paquet,175,AMR,0,0,1,0,0.033643302,90,0,3513,0.201095998,0.167453006,,,,,,
Ligue_1,2014,Yohan Mollo,175,AML,0,0,1,0.023739399,0.034389298,65,1,2998,0.023739399,0,,,,,,
Ligue_1,2014,Florian Thauvin,164,AMR,0,0,1,0.902711987,0.072799303,73,5,942,1.048670053,0.126610994,,,,,,
Ligue_1,2014,André Ayew,164,AML,0,0,2,0.245762005,0.389234006,90,3,713,1.979210019,1.344210029,,,,,,
Ligue_1,2014,Max Gradel,175,AMR,0,0,6,0.037730802,0.257328004,90,2,464,0.366016001,0.271391988,,,,,,
Ligue_1,2014,Kévin Monnet-Paquet,175,AML,0,0,2,0.0147339,0.197549,75,1,3513,0.197549,0,,,,,,
Ligue_1,2014,Lucas Moura,161,FWR,1,0,2,0.86264497,0.100175001,90,3,3293,1.110309958,0.147486001,,,,,,
Ligue_1,2014,Javier Pastore,161,FWL,0,0,1,0,0.357823998,77,0,3295,1.061280012,1.061280012,,,,,,
Ligue_1,2014,Lucas Moura,161,FWR,0,0,1,0.0522925,0.114028998,90,2,3293,0.668430984,0.642516017,,,,,,
Ligue_1,2014,Javier Pastore,161,FWL,0,0,0,0.490783006,0,90,1,3295,0.910084009,0.419301003,,,,,,
Ligue_1,2014,Romain Hamouma,175,AMR,0,0,0,0.146525994,0,76,2,3561,0.030002,0,,,,,,
Ligue_1,2014,Kévin Monnet-Paquet,175,AML,0,0,3,0.106422,0.88301003,90,2,3513,1.04479003,0.389183015,,,,,,
Ligue_1,2014,Valère Germain,171,AMR,0,0,0,0,0,59,0,3309,0.097966403,0.097966403,,,,,,
Ligue_1,2014,Yannick Carrasco,171,AML,1,0,0,0.632629991,0,83,2,2272,0.632629991,0,,,,,,
Ligue_1,2014,Lucas Moura,161,FWR,2,0,3,1.520190001,0.217877999,69,2,3293,0.217877999,0.113909997,,,,,,
Ligue_1,2014,Javier Pastore,161,FWL,0,0,1,0.112764001,0.135728002,90,2,3295,0.509374976,0.482354999,,,,,,
Ligue_1,2014,Kévin Monnet-Paquet,175,AMR,0,0,0,0,0,47,0,3513,0,0,,,,,,
Ligue_1,2014,Max Gradel,175,AML,1,0,2,0.915861011,0.067433797,90,5,464,0.799472988,0,,,,,,
Ligue_1,2014,Lucas Moura,161,FWR,0,0,2,0.099552602,0.168678999,74,1,3293,0.129105002,0.0295523,,,,,,
Ligue_1,2014,Ezequiel Lavezzi,161,FWL,0,0,1,0.0320483,0.030934099,62,1,3643,0.131601006,0.099552602,,,,,,
Ligue_1,2014,Romain Hamouma,175,AMR,0,0,0,0.0260101,0,90,1,3561,0.085769899,0.059759799,,,,,,
Ligue_1,2014,Max Gradel,175,AML,1,0,1,1.172099948,0.277222991,90,4,464,0.359414995,0,,,,,,
Ligue_1,2014,Kévin Monnet-Paquet,175,AMR,0,0,0,0.037050299,0,65,1,3513,0.540575981,0.503525972,,,,,,
Ligue_1,2014,Romain Hamouma,175,AML,0,1,2,0,0.518958986,90,0,3561,0.585497975,0.081971802,,,,,,
Ligue_1,2014,Nabil Dirar,171,AMR,0,0,0,0.036507402,0,90,1,3634,0.118683003,0.082175203,,,,,,
Ligue_1,2014,Valère Germain,171,AML,0,0,0,0.056042299,0,65,1,3309,0.070048101,0.0140057,,,,,,
Ligue_1,2014,Lucas Moura,161,FWR,1,0,4,0.814886987,0.242662996,90,3,3293,0.895060003,0,,,,,,
Ligue_1,2014,Ezequiel Lavezzi,161,FWL,0,0,3,0.173357993,0.178956002,66,2,3643,0.331611991,0.125480995,,,,,,
Ligue_1,2014,Romain Alessandrini,164,AMR,0,0,3,0.088842399,0.097967602,90,3,3394,0.220712006,0.033902299,,,,,,
Ligue_1,2014,Florian Thauvin,164,AML,0,0,1,0.048665099,0.095218398,66,2,942,0.064261697,0.0155966,,,,,,
Ligue_1,2014,Javier Pastore,161,FWR,1,0,2,0.486200005,0.101134002,90,4,3295,0.587333977,0.085419297,,,,,,
Ligue_1,2014,Ezequiel Lavezzi,161,FWL,1,0,2,1.075420022,0.504316986,90,3,3643,1.546609998,0.0164818,,,,,,
Ligue_1,2014,Yannick Carrasco,171,FWR,0,1,6,0.171351999,1.606860042,90,4,2272,1.323279977,0.984454989,,,,,,
Ligue_1,2014,Valère Germain,171,FWL,0,0,2,0.291557997,0.363867998,63,4,3309,0.667270005,0.046065699,,,,,,
Ligue_1,2014,Kévin Monnet-Paquet,175,AMR,0,0,2,0.432960004,0.0607991,90,2,3513,0.664138019,0.170378998,,,,,,
Ligue_1,2014,Romain Hamouma,175,AML,0,0,4,0.283080012,0.868767023,90,1,3561,0.724422991,0,,,,,,
Ligue_1,2014,Abdel Barrada,164,AMR,0,0,3,0.404929012,0.401928991,73,3,3559,1.293339968,0.486483991,,,,,,
Ligue_1,2014,Florian Thauvin,164,AML,0,0,5,0.148130998,0.537485003,87,4,942,0.656611025,0.353466004,,,,,,
Ligue_1,2014,Abdel Barrada,164,AMR,0,0,0,0.0501514,0,65,1,3559,0,0,,,,,,
Ligue_1,2014,Florian Thauvin,164,AML,1,1,3,0.261752993,0.049797699,90,3,942,0.340710014,0.0408285,,,,,,
Ligue_1,2014,Lucas Moura,161,FWR,0,0,0,0.0364074,0,65,1,3293,0.220932007,0.184524998,,,,,,
Ligue_1,2014,Edinson Cavani,161,FWL,0,0,0,0.827333987,0,90,4,3294,0.827333987,0,,,,,,
Ligue_1,2014,Nabil Dirar,171,FWR,0,0,2,0.026570801,0.094793402,90,1,3634,0.245205998,0.150413007,,,,,,
Ligue_1,2014,Lucas Ocampos,171,FWL,0,0,0,0,0,59,0,1109,0.086643197,0.086643197,,,,,,
Ligue_1,2014,Anthony Martial,171,FWR,0,0,0,0.074562304,0,81,1,553,0.066827796,0.066827796,,,,,,
Ligue_1,2014,Yannick Carrasco,171,FWL,1,0,0,0.0302896,0,90,1,2272,0.082724497,0.052434899,,,,,,
Ligue_1,2014,Kévin Monnet-Paquet,175,AMR,0,0,2,0,0.108834997,90,0,3513,0.059457701,0,,,,,,
Ligue_1,2014,Yohan Mollo,175,AML,0,0,1,0.121737003,0.128392994,90,2,2998,0.0610006,0,,,,,,
Ligue_1,2014,Lucas Moura,161,FWR,0,0,1,0.30625701,0.317802012,90,4,3293,1.216279984,0.653126001,,,,,,
Ligue_1,2014,Ezequiel Lavezzi,161,FWL,0,1,3,0.0887229,0.786230981,65,2,3643,1.209990025,0.468140006,,,,,,
Ligue_1,2014,Bernardo Silva,171,AMR,0,0,1,0.484263986,0.096034497,90,2,3635,0.866244972,0.285946012,,,,,,
Ligue_1,2014,Yannick Carrasco,171,AML,0,0,0,0.0197079,0,80,1,2272,0.115741998,0.096034497,,,,,,
Ligue_1,2014,Lucas Moura,161,FWR,0,1,1,0.0302049,0.506500006,75,1,3293,0.560874999,0.530669987,,,,,,
Ligue_1,2014,Ezequiel Lavezzi,161,FWL,0,0,1,0.485870004,0.407240987,90,2,3643,0.521866024,0.035996199,,,,,,
Ligue_1,2014,Kévin Monnet-Paquet,175,AMR,0,0,1,0.0471843,0.077553198,90,1,3513,0.167182997,0.167182997,,,,,,
Ligue_1,2014,Max Gradel,175,AML,0,0,1,0.126985997,0.0654957,90,2,464,0.137312993,0.0103269,,,,,,
Ligue_1,2014,Romain Hamouma,175,AMR,0,0,0,0.0448827,0,64,2,3561,0.0448827,0,,,,,,
Ligue_1,2014,Yohan Mollo,175,AML,0,0,2,0.032715399,0.036983199,74,1,2998,0.075603299,0.052316502,,,,,,
Ligue_1,2014,Edinson Cavani,161,FWR,0,0,1,0.391285986,0.115924999,90,3,3294,0.448285997,0.115924999,,,,,,
Ligue_1,2014,Ezequiel Lavezzi,161,FWL,0,0,0,0,0,63,0,3643,0,0,,,,,,
Ligue_1,2014,Nabil Dirar,171,AMR,0,0,1,0.037892599,0.0222058,79,1,3634,0.440690011,0.402797014,,,,,,
Ligue_1,2014,Yannick Carrasco,171,AML,0,0,2,0.137973994,0.0620341,90,3,2272,0.098675497,0,,,,,,
Ligue_1,2014,Florian Thauvin,164,AMR,0,0,3,0,0.786015987,90,0,942,0.806779027,0.32346499,,,,,,
Ligue_1,2014,André Ayew,164,AML,0,0,2,0.097043298,0.133388996,73,1,713,0.371802002,0.238413006,,,,,,
Ligue_1,2014,Lucas Moura,161,FWR,0,0,2,0.0194428,0.092583001,90,1,3293,0.165230006,0.053204302,,,,,,
Ligue_1,2014,Edinson Cavani,161,FWL,0,0,1,0.046814699,0.0463874,65,1,3294,0.111776002,0.064961702,,,,,,
Ligue_1,2014,Nabil Dirar,171,AMR,0,0,0,0,0,60,0,3634,0,0,,,,,,
Ligue_1,2014,Yannick Carrasco,171,AML,1,0,2,0.494973987,0.421341002,90,3,2272,0.916315973,0,,,,,,
Ligue_1,2014,Florian Thauvin,164,AMR,0,1,4,0.525776982,0.199735001,87,4,942,0.709240019,0.081666298,,,,,,
Ligue_1,2014,André Ayew,164,AML,0,0,1,0,0.562052011,90,0,713,0.134352997,0.034215599,,,,,,
Ligue_1,2014,Romain Hamouma,175,AMR,1,2,3,0.039648101,1.167680025,90,1,3561,1.207329988,0,,,,,,
Ligue_1,2014,Max Gradel,175,AML,1,0,0,0.721678019,0,68,2,464,0.721678019,0,,,,,,
Ligue_1,2014,Michy Batshuayi,164,FWR,0,0,0,0.0197808,0,90,1,1678,0.0197808,0,,,,,,
Ligue_1,2014,Florian Thauvin,164,FWL,0,0,1,0.153650999,0.0148974,90,2,942,0.168548003,0,,,,,,
Ligue_1,2014,Lucas Moura,161,FWR,1,0,2,0.670432985,0.103402004,90,3,3293,0.610038996,0,,,,,,
Ligue_1,2014,Javier Pastore,161,FWL,0,0,0,0,0,90,0,3295,0.717113018,0.717113018,,,,,,
Ligue_1,2014,Romain Hamouma,175,AMR,1,0,3,0.433239996,0.414350003,90,4,3561,0.793555021,0,,,,,,
Ligue_1,2014,Yohan Mollo,175,AML,1,0,3,0.356620997,0.101058997,78,4,2998,0.303902,0,,,,,,
Ligue_1,2014,Lucas Ocampos,171,AMR,0,0,1,0.349202007,0.030815,59,2,1109,0.0228136,0,,,,,,
Ligue_1,2014,Yannick Carrasco,171,AML,0,0,2,0.059520699,0.097653203,90,2,2272,0.134250998,0.0808568,,,,,,
Ligue_1,2014,Anthony Martial,171,AMR,0,0,0,0.060576301,0,69,1,553,0.093959801,0.0333835,,,,,,
Ligue_1,2014,Yannick Carrasco,171,AML,0,0,4,0.724565983,0.63714999,90,3,2272,1.323519945,0,,,,,,
Ligue_1,2014,Lucas Moura,161,FWR,0,1,2,0.472746998,0.186096996,80,1,3293,0.982627988,0.868448019,,,,,,
Ligue_1,2014,Javier Pastore,161,FWL,1,0,1,0.114179999,0.350293994,85,1,3295,0.982627988,0.632333994,,,,,,
Ligue_1,2014,Kévin Monnet-Paquet,175,AMR,0,0,0,0,0,90,0,3513,0,0,,,,,,
Ligue_1,2014,Yohan Mollo,175,AML,0,0,1,0.0148569,0.0923706,73,1,2998,0.0148569,0.0148569,,,,,,
Ligue_1,2014,Florian Thauvin,164,AMR,0,0,2,0.094479904,0.126349002,87,2,942,0.240621001,0.0197921,,,,,,
Ligue_1,2014,Romain Alessandrini,164,AML,0,0,1,0.082471602,0.078374498,46,2,3394,0.160845995,0,,,,,,
Ligue_1,2014,André-Pierre Gignac,164,AMR,0,0,0,0.067334898,0,90,1,4747,0.067334898,0,,,,,,
Ligue_1,2014,Florian Thauvin,164,AML,1,0,3,0.397659987,0.516640007,90,4,942,0.858738005,0.095788904,,,,,,
Ligue_1,2014,Bernardo Silva,171,AMR,0,0,5,0,0.588523984,90,0,3635,0.564604998,0.0328352,,,,,,
Ligue_1,2014,Nabil Dirar,171,AML,0,0,0,0.144554004,0,89,1,3634,0.556931019,0.412377,,,,,,
Ligue_1,2014,Lucas Moura,161,FWR,0,0,1,0.0379223,0.0292839,76,1,3293,0.400572002,0.362650007,,,,,,
Ligue_1,2014,Edinson Cavani,161,FWL,0,0,0,0.339655995,0,85,2,3294,0.37757799,0.0379223,,,,,,
Ligue_1,2014,Ezequiel Lavezzi,161,FWR,1,0,1,0.675486982,0.332657993,90,2,3643,1.008149981,0,,,,,,
Ligue_1,2014,Edinson Cavani,161,FWL,0,0,1,0.50701201,0.019770799,70,2,3294,0.52678299,0,,,,,,
Ligue_1,2014,Florian Thauvin,164,AMR,0,0,2,0.032862701,0.147526994,86,1,942,0.312359005,0.232380003,,,,,,
Ligue_1,2014,Romain Alessandrini,164,AML,0,0,2,0.099162698,0.345988989,60,2,3394,0.417777985,0.0164693,,,,,,
Ligue_1,2014,Nabil Dirar,171,AMR,0,0,1,0,0.0340937,77,0,3634,0.106532,0.0724378,,,,,,
Ligue_1,2014,Yannick Carrasco,171,AML,0,0,1,0.140551999,0.049881201,90,2,2272,0.189638004,0.049086001,,,,,,
Ligue_1,2014,Romain Hamouma,175,FWR,0,0,3,0.032807302,0.116295002,90,1,3561,0.131654993,0,,,,,,
Ligue_1,2014,Yohan Mollo,175,FWL,1,0,3,0.664005995,0.524580002,81,3,2998,0.749836028,0.053022798,,,,,,
Ligue_1,2014,Florian Thauvin,164,AMR,0,0,2,0.0257413,0.090649903,90,1,942,0.115731001,0.02324,,,,,,
Ligue_1,2014,Romain Alessandrini,164,AML,0,0,0,0.0327667,0,46,2,3394,0.0327667,0,,,,,,
Ligue_1,2014,Nabil Dirar,171,FWR,0,0,0,0.0198096,0,60,1,3634,0.081565298,0.061755698,,,,,,
Ligue_1,2014,Yannick Carrasco,171,FWL,0,0,4,0.096609399,0.651522994,90,3,2272,0.451492012,0.37371099,,,,,,
Ligue_1,2014,Lucas Moura,161,FWR,0,0,0,0.153640002,0,76,2,3293,0.493824005,0.340184003,,,,,,
Ligue_1,2014,Edinson Cavani,161,FWL,0,0,1,0.698390007,0.379611999,80,3,3294,1.038570046,0.340184003,,,,,,
Ligue_1,2014,Florian Thauvin,164,AMR,0,0,0,0.0266084,0,78,1,942,0.0266084,0,,,,,,
Ligue_1,2014,André Ayew,164,AML,1,0,0,1.069450021,0,90,4,713,0.197987005,0.092191197,,,,,,
Ligue_1,2014,Lucas Moura,161,FWR,0,1,3,0,0.647943974,90,0,3293,0.29201299,0.208188996,,,,,,
Ligue_1,2014,Ezequiel Lavezzi,161,FWL,1,0,1,0.251415014,0.365566999,90,3,3643,0.370395005,0.118979998,,,,,,
Ligue_1,2014,Matheus Carvalho,171,FWR,0,0,0,0.510894001,0,80,2,4726,0.510894001,0,,,,,,
Ligue_1,2014,Yannick Carrasco,171,FWL,0,0,1,0.111305997,0.018584801,90,2,2272,0.565223992,0.546109974,,,,,,
Ligue_1,2014,Ezequiel Lavezzi,161,FWR,0,0,1,0,0.417912006,71,0,3643,0.063131899,0.063131899,,,,,,
Ligue_1,2014,Edinson Cavani,161,FWL,0,0,0,0.426492006,0,90,1,3294,0.191747993,0.191747993,,,,,,
Ligue_1,2014,Romain Hamouma,175,FWR,0,0,2,0.083975099,0.077064902,82,1,3561,0.152281001,0.043845098,,,,,,
Ligue_1,2014,Max Gradel,175,FWL,1,0,2,0.94005698,0.148022994,90,5,464,0.173233002,0.040073901,,,,,,
Ligue_1,2014,Lucas Ocampos,164,AMR,0,0,1,0.051317401,0.025332101,90,1,1109,0.138973996,0.0623249,,,,,,
Ligue_1,2014,André Ayew,164,AML,0,0,0,0.116452001,0,90,1,713,0.218572006,0.102121003,,,,,,
Ligue_1,2014,Lucas Ocampos,164,AMR,0,0,0,0.107505001,0,63,2,1109,0.156586006,0.077087499,,,,,,
Ligue_1,2014,Florian Thauvin,164,AML,0,0,3,0.21886,0.190874994,81,4,942,0.458815008,0.049081001,,,,,,
Ligue_1,2014,Romain Hamouma,175,FWR,0,0,1,0.151650995,0.035553601,90,4,3561,0.132413998,0,,,,,,
Ligue_1,2014,Max Gradel,175,FWL,1,0,2,0.795648992,0.066939302,90,2,464,0.132413998,0.116646998,,,,,,
Ligue_1,2014,Bernardo Silva,171,FWR,0,0,1,0,0.0276249,90,0,3635,0.0276249,0,,,,,,
Ligue_1,2014,Yannick Carrasco,171,FWL,0,0,2,0,0.120621003,85,0,2272,0.234772995,0.114151001,,,,,,
Ligue_1,2014,Ezequiel Lavezzi,161,FWR,0,0,3,0.595750988,0.253084004,76,3,3643,0.848834991,0,,,,,,
Ligue_1,2014,Javier Pastore,161,FWL,0,0,1,0.412396014,0.039321199,90,2,3295,1.047099948,0.595386028,,,,,,
Ligue_1,2014,Lucas Ocampos,164,AMR,0,1,1,0.057946101,0.661450028,90,1,1109,0.719395995,0,,,,,,
Ligue_1,2014,André Ayew,164,AML,1,0,0,0.85069102,0,82,4,713,0.591350973,0.0344228,,,,,,
Ligue_1,2014,Jean-Christophe Bahebeck,161,FWR,0,0,0,0.0262208,0,67,1,1531,0.196135998,0.169915006,,,,,,
Ligue_1,2014,Ezequiel Lavezzi,161,FWL,0,0,3,0.286159009,0.573099971,90,4,3643,1.270589948,0.425884992,,,,,,
Ligue_1,2014,Bernardo Silva,171,FWR,0,0,2,0,0.191432998,81,0,3635,0.0211569,0.0211569,,,,,,
Ligue_1,2014,Yannick Carrasco,171,FWL,0,0,0,0,0,18,0,2272,0,0,,,,,,
Ligue_1,2014,Romain Hamouma,175,FWR,0,1,3,0.118716002,1.06122005,90,1,3561,1.240640044,0.060708102,,,,,,
Ligue_1,2014,Max Gradel,175,FWL,1,0,4,0.906111002,0.268730015,90,6,464,1.015630007,0,,,,,,
Ligue_1,2014,Nabil Dirar,171,AMR,0,2,4,0.0401439,1.667529941,65,1,3634,2.305119991,2.264980078,,,,,,
Ligue_1,2014,Matheus Carvalho,171,AML,1,1,2,1.158679962,1.03271997,90,3,4726,1.779590011,0.892895997,,,,,,
Ligue_1,2014,Max Gradel,175,FWR,1,0,1,0.676051974,0.023177201,90,3,464,0.794071019,0.135238007,,,,,,
Ligue_1,2014,Romain Hamouma,175,FWL,0,3,5,0,1.419399977,90,0,3561,1.442579985,1.198940039,,,,,,
Ligue_1,2014,Ezequiel Lavezzi,161,FWR,0,0,1,1.383559942,0.034393199,90,2,3643,1.383559942,0,,,,,,
Ligue_1,2014,Javier Pastore,161,FWL,0,1,1,0,0.072815798,90,0,3295,0.538272023,0.465456009,,,,,,
Ligue_1,2014,Florian Thauvin,164,FWR,0,0,0,0,0,90,0,942,0,0,,,,,,
Ligue_1,2014,André Ayew,164,FWL,0,0,0,0.097006701,0,90,1,713,0.097006701,0,,,,,,
Ligue_1,2014,Edinson Cavani,161,FWR,0,0,0,0.255656004,0,90,5,3294,0.68355298,0.528809011,,,,,,
Ligue_1,2014,Ezequiel Lavezzi,161,FWL,0,0,2,0.429868013,0.220029995,65,2,3643,0.528461993,0,,,,,,
Ligue_1,2014,Romain Hamouma,175,FWR,0,0,0,0,0,47,0,3561,0.538958013,0.538958013,,,,,,
Ligue_1,2014,Max Gradel,175,FWL,2,0,2,0.822835028,0.228189006,90,6,464,0.757777989,0,,,,,,
Ligue_1,2014,Bernardo Silva,171,AMR,0,0,1,0.0180867,0.025961399,71,1,3635,0.025961399,0,,,,,,
Ligue_1,2014,Yannick Carrasco,171,AML,0,1,1,0.0211791,0.227109998,90,1,2272,0.064942896,0.043763801,,,,,,
Ligue_1,2014,Florian Thauvin,164,FWR,0,0,0,0.0556424,0,90,1,942,0.086038902,0.086038902,,,,,,
Ligue_1,2014,André Ayew,164,FWL,0,0,0,0.041682798,0,90,1,713,0.187774003,0.146091998,,,,,,
Ligue_1,2014,Matheus Carvalho,171,AMR,0,0,0,0.034651902,0,66,1,4726,0,0,,,,,,
Ligue_1,2014,Yannick Carrasco,171,AML,0,0,1,0.046615399,0.352595001,90,2,2272,0.790244997,0.391034991,,,,,,
Ligue_1,2014,Kévin Monnet-Paquet,175,FWR,0,0,0,0.082372397,0,90,1,3513,0,0,,,,,,
Ligue_1,2014,Yohan Mollo,175,FWL,0,0,3,0.0268277,0.135436997,88,1,2998,0.0602227,0.0111958,,,,,,
Ligue_1,2014,Florian Thauvin,164,FWR,0,0,0,0.0430355,0,90,1,942,0.0134631,0.0134631,,,,,,
Ligue_1,2014,André Ayew,164,FWL,0,0,0,0,0,90,0,713,0,0,,,,,,
Ligue_1,2014,Javier Pastore,161,FWR,0,0,1,0.111116,0.110882998,90,1,3295,0.221999004,0,,,,,,
Ligue_1,2014,Edinson Cavani,161,FWL,0,0,0,0.110882998,0,90,1,3294,0.110882998,0,,,,,,
Ligue_1,2014,Nabil Dirar,171,AMR,0,0,0,0,0,61,0,3634,0,0,,,,,,
Ligue_1,2014,Yannick Carrasco,171,AML,0,0,0,0.112028003,0,79,2,2272,0.058534499,0.058534499,,,,,,
Ligue_1,2014,Bernardo Silva,171,AMR,2,0,0,0.78897202,0,90,4,3635,0.875953972,0.152314007,,,,,,
Ligue_1,2014,Yannick Carrasco,171,AML,0,2,2,0.075784899,0.15625,87,2,2272,0.166703001,0.130202994,,,,,,
Ligue_1,2014,Max Gradel,175,FWR,0,0,0,0.048978701,0,90,1,464,0.048978701,0,,,,,,
Ligue_1,2014,Kévin Monnet-Paquet,175,FWL,0,0,0,0.118949004,0,76,2,3513,0.241253003,0.122304,,,,,,
Ligue_1,2014,Florian Thauvin,164,FWR,0,0,1,0,0.074141704,65,0,942,0.387639999,0.387639999,,,,,,
Ligue_1,2014,Romain Alessandrini,164,FWL,0,0,1,0.262997001,0.0234957,90,5,3394,0.572517991,0.332855999,,,,,,
Ligue_1,2014,Romain Alessandrini,164,FWR,0,0,1,0.061469801,0.227045998,79,1,3394,0.061469801,0.061469801,,,,,,
Ligue_1,2014,André Ayew,164,FWL,0,0,0,0,0,90,0,713,0,0,,,,,,
Ligue_1,2014,Lucas Moura,161,FWR,0,1,2,0,0.364755005,74,0,3293,0.337467015,0.337467015,,,,,,
Ligue_1,2014,Ezequiel Lavezzi,161,FWL,0,0,1,0,0.059750099,85,0,3643,0,0,,,,,,
Ligue_1,2014,Matheus Carvalho,171,AMR,0,0,0,0.106411003,0,59,1,4726,0.029182401,0.029182401,,,,,,
Ligue_1,2014,Yannick Carrasco,171,AML,0,0,3,0.069715001,0.198648006,90,1,2272,0.156770006,0.0155646,,,,,,
Ligue_1,2014,Romain Alessandrini,164,AMR,0,0,0,0.528357983,0,90,2,3394,0.528357983,0,,,,,,
Ligue_1,2014,Florian Thauvin,164,AML,0,0,0,0.604499996,0,47,2,942,0.406493008,0.294762999,,,,,,
Ligue_1,2014,Javier Pastore,161,FWR,0,2,4,0.033258598,0.893504977,90,1,3295,1.238890052,0.641294003,,,,,,
Ligue_1,2014,Ezequiel Lavezzi,161,FWL,3,0,1,1.108250022,0.103802003,90,3,3643,1.34931004,0.137256995,,,,,,
Ligue_1,2014,Romain Hamouma,175,AMR,0,0,0,0.115253001,0,90,1,3561,0.115253001,0,,,,,,
Ligue_1,2014,Max Gradel,175,AML,1,0,2,0.0576276,0.203572005,58,2,464,0.232462004,0.115253001,,,,,,
Ligue_1,2014,Bernardo Silva,171,AMR,1,0,3,0.62173301,0.11462,74,1,3635,0.73635298,0.0145555,,,,,,
Ligue_1,2014,Yannick Carrasco,171,AML,1,1,2,0.425624013,0.53956002,90,4,2272,1.012230039,0.153825,,,,,,
Ligue_1,2014,Javier Pastore,161,FWR,0,3,3,0.166693002,0.591399014,90,2,3295,0.758091986,0.165166005,,,,,,
Ligue_1,2014,Ezequiel Lavezzi,161,FWL,0,0,2,0,0.105346002,76,0,3643,0.105346002,0,,,,,,
Ligue_1,2014,Romain Alessandrini,164,AMR,0,0,0,0.0304194,0,85,1,3394,0.0304194,0,,,,,,
Ligue_1,2014,André Ayew,164,AML,0,0,0,0.675077021,0,90,4,713,0.675077021,0,,,,,,
Ligue_1,2014,Clément Grenier,178,AMR,1,0,5,0.118816003,0.77759999,90,2,3568,1.215260029,0.527728021,,,,,,
Ligue_1,2014,Alexandre Lacazette,178,AML,1,0,0,1.090160012,0,78,2,3277,0.348174989,0.0181127,,,,,,
Ligue_1,2014,Bernardo Silva,171,FWR,1,0,1,0.042744599,0.105148003,90,1,3635,0.541194022,0.436046988,,,,,,
Ligue_1,2014,Yannick Carrasco,171,FWL,0,1,1,0.105148003,0.042744599,67,1,2272,0.105148003,0,,,,,,
Ligue_1,2014,Javier Pastore,161,FWR,0,0,1,0.397561997,0.309603989,83,3,3295,0.980630994,0.518042982,,,,,,
Ligue_1,2014,Edinson Cavani,161,FWL,1,0,1,1.302299976,0.120517001,90,5,3294,1.302299976,0,,,,,,
Ligue_1,2014,Javier Pastore,161,FWR,0,0,1,0.0950239,0.424308985,78,1,3295,1.981999993,1.557690024,,,,,,
Ligue_1,2014,Edinson Cavani,161,FWL,3,0,1,1.559399962,0.061977699,90,6,3294,2.004339933,0.683982015,,,,,,
Ligue_1,2014,Romain Hamouma,175,AMR,0,0,0,0.040899798,0,52,1,3561,0,0,,,,,,
Ligue_1,2014,Max Gradel,175,AML,1,1,2,1.15684998,0.341037005,90,4,464,1.556589961,0.39973399,,,,,,
Ligue_1,2014,Romain Alessandrini,164,AMR,1,1,1,0.483022004,0.352822006,90,4,3394,0.548613012,0.0954841,,,,,,
Ligue_1,2014,André Ayew,164,AML,1,0,2,0.438538998,0.125311002,90,3,713,0.211028993,0.0225308,,,,,,
Ligue_1,2014,Bernardo Silva,171,FWR,0,0,0,0.39914301,0,77,1,3635,0.460703999,0.061561201,,,,,,
Ligue_1,2014,Yannick Carrasco,171,FWL,0,0,1,0.120457999,0.071990304,90,3,2272,0.519600987,0.39914301,,,,,,
Ligue_1,2014,Kévin Monnet-Paquet,175,AMR,0,0,2,0.019121099,0.148002997,90,1,3513,0.26256901,0.095444798,,,,,,
Ligue_1,2014,Max Gradel,175,AML,2,0,3,1.139389992,0.485897988,90,7,464,0.677497029,0,,,,,,
Ligue_1,2014,Romain Alessandrini,164,AMR,1,0,1,0.689104021,0.056799099,77,4,3394,0.666014016,0,,,,,,
